t	shot_max_conf	shot_n	goal_max_conf
968	0.6139	1	0.7731
969	0.3179	1	0.8284
970	0.5973	1	0.7875
971	0.8701	1	0.8951
972	0.6139	3	0.8136
973	0.0000	0	0.0000
974	0.0000	0	0.0000
975	0.0000	0	0.0000
976	0.0000	0	0.0000
977	0.0000	0	0.0000
978	0.2158	1	0.9133
979	0.3003	1	0.9222
980	0.1531	1	0.9242
981	0.0983	1	0.9240
982	0.0000	0	0.9145
983	0.2913	1	0.9210
984	0.3930	1	0.9381
985	0.2755	1	0.9259
986	0.0000	0	0.8699
987	0.0749	1	0.8822
988	0.1575	1	0.9304
989	0.4796	1	0.9010
990	0.1076	1	0.9271
